series,measurement_date,current_august_EX_IR_CN,prior_july_EX_IR_CN,delta_vs_july_EX_IR_CN,delta_pct_vs_july_EX_IR_CN,summer_trough_min_EX_IR_CN,summer_trough_date_EX_IR_CN,win10_headwind_applied_august,win10_headwind_applied_july
Desktop,2026-12-15,45785757,45847274,-61517,-0.134,42615232,2026-08-24,-1315000,-1345000
