cps,cpr,ncp,recent,sps,aug25,dec15,kink,trough_date,parquet
0.1849,0.814,40,17,0.01,45079186.98062492,48744598.219398245,-14273.026421480696,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.814_ncp40_clip0.6_sps0.01_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.82,35,17,0.00825,45216795.4463462,48719763.87728193,-10482.719444716211,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.82_ncp35_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.86,35,17,0.00825,45330907.34755207,48988693.103780806,-7322.289887448831,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.86_ncp35_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.94,35,17,0.00825,45607595.43582498,51433740.58291999,1504.260771355126,2026-08-23,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.94_ncp35_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.9,35,17,0.00825,45330288.55103696,49618412.170968406,-8335.085748647085,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.9_ncp35_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.734,35,20,0.00825,45250832.89104356,48707344.07197589,-8633.354907654546,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.734_ncp35_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.754,30,20,0.0065,45131862.060265526,48658548.260798134,-14329.375622255073,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.754_ncp30_clip0.6_sps0.0065_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.754,30,20,0.00825,45154919.28507922,48663902.87040848,-13418.424291536503,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.754_ncp30_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.754,30,20,0.01,45156116.501597054,48663466.87885002,-13309.208267374197,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.754_ncp30_clip0.6_sps0.01_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.754,35,20,0.0065,45190945.93493627,48686431.37606694,-10334.369989788865,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.754_ncp35_clip0.6_sps0.0065_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.754,35,20,0.00825,45175061.556922786,48669173.978261285,-10994.29786517124,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.754_ncp35_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.754,35,20,0.01,45187163.697483726,48655869.42229528,-9870.054898265895,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.754_ncp35_clip0.6_sps0.01_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.754,40,20,0.0065,45181688.074302256,48664077.70374803,-11484.016673611986,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.754_ncp40_clip0.6_sps0.0065_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.754,40,20,0.00825,45191231.24556015,48678807.4768523,-11093.075295830698,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.754_ncp40_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.754,40,20,0.01,45190211.84511863,48685921.573918745,-10719.514014768218,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.754_ncp40_clip0.6_sps0.01_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.784,30,20,0.0065,45079601.01963179,48653699.13649956,-14903.443658047167,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.784_ncp30_clip0.6_sps0.0065_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.784,30,20,0.00825,45091292.715858705,48674914.28780248,-14704.478204446103,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.784_ncp30_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.784,30,20,0.01,45097023.77609896,48662954.10628516,-14434.461323933909,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.784_ncp30_clip0.6_sps0.01_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.784,35,20,0.0065,45144897.87773379,48686076.64761458,-12122.94687390916,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.784_ncp35_clip0.6_sps0.0065_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.784,35,20,0.00825,45169142.16545314,48676034.13673041,-11335.814011493356,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.784_ncp35_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.784,35,20,0.01,45201152.14261953,48672136.49899309,-10077.94715491336,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.784_ncp35_clip0.6_sps0.01_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.784,40,20,0.0065,45126424.93194199,48682358.97446204,-13442.931687772216,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.784_ncp40_clip0.6_sps0.0065_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.784,40,20,0.00825,45134066.17963525,48673863.29116499,-13243.445611651681,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.784_ncp40_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.784,40,20,0.01,45123542.36523358,48674869.14919668,-13296.757003494698,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.784_ncp40_clip0.6_sps0.01_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,30,20,0.0065,45110323.553142294,48651819.28609806,-14902.327323676975,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.814_ncp30_clip0.6_sps0.0065_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,30,20,0.00825,45119827.57444368,48653817.93483805,-14502.057326500959,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.814_ncp30_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,30,20,0.01,45085515.50920872,48628308.18168912,-15851.707477257514,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.814_ncp30_clip0.6_sps0.01_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,35,20,0.0065,45168986.267191514,48695019.68954375,-11789.372851847715,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.814_ncp35_clip0.6_sps0.0065_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,35,20,0.00825,45196352.39623207,48718950.52131997,-10595.273886194962,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.814_ncp35_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,35,20,0.01,45170397.743673585,48687451.70193728,-11878.38613718588,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.814_ncp35_clip0.6_sps0.01_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,40,20,0.0065,45098240.80987746,48752233.13318734,-13729.42771238841,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.814_ncp40_clip0.6_sps0.0065_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,40,20,0.00825,45090302.32653772,48739196.61839442,-13953.05902208868,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.814_ncp40_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,40,20,0.01,45073773.87514556,48700851.54108144,-14999.786355709788,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.814_ncp40_clip0.6_sps0.01_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,43,20,0.00825,45155238.77373873,48681030.5183581,-12850.583361171753,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.814_ncp43_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,46,20,0.00825,45142994.95533001,48697981.17875045,-12363.531775598101,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.814_ncp46_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,49,20,0.00825,45127954.14466385,48667143.44596259,-13185.996863346096,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.814_ncp49_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.829,40,20,0.00825,45318125.690566555,48870528.61192263,-6133.696418828738,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.829_ncp40_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.829,43,20,0.00825,45265518.60103436,48889241.61123196,-8289.112653707678,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.829_ncp43_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.829,46,20,0.00825,45306325.033178605,48874100.9249412,-6654.672528366631,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.829_ncp46_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.829,49,20,0.00825,45239720.67636577,48834568.3179548,-8389.138462316645,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.829_ncp49_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.844,40,20,0.00825,45155563.9304605,48716842.84322556,-11655.386580361825,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.844_ncp40_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.844,43,20,0.00825,45169597.74381196,48756615.045386754,-12101.981072379873,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.844_ncp43_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.844,46,20,0.00825,45236158.96723863,48792371.72671484,-8665.42275919256,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.844_ncp46_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.844,49,20,0.00825,45283811.322043814,48839716.23742931,-6370.4278502962625,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent20_cpr0.844_ncp49_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,40,23,0.00825,45087696.532929406,48711254.68874756,-14448.250603073771,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent23_cpr0.814_ncp40_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,43,23,0.00825,45167991.690803714,48678868.79470662,-12102.912295718168,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent23_cpr0.814_ncp43_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,46,23,0.00825,45150016.412721105,48739661.98613535,-11975.198851330657,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent23_cpr0.814_ncp46_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,49,23,0.00825,45165617.89221121,48717188.1992021,-11514.053109475732,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent23_cpr0.814_ncp49_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.829,40,23,0.00825,45273270.47329358,48814792.39502655,-8012.150972176227,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent23_cpr0.829_ncp40_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.829,43,23,0.00825,45251381.850104086,48845731.35529133,-8991.01913926367,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent23_cpr0.829_ncp43_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.829,46,23,0.00825,45321931.15377118,48881116.06728869,-5770.632274242533,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent23_cpr0.829_ncp46_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.829,49,23,0.00825,45254472.08188703,48872788.32884729,-7381.865695128035,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent23_cpr0.829_ncp49_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.844,40,23,0.00825,45159165.90715178,48713643.677762054,-11773.514880377348,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent23_cpr0.844_ncp40_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.844,43,23,0.00825,45230937.998254165,48841050.81096005,-9326.718692230555,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent23_cpr0.844_ncp43_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.844,46,23,0.00825,45182403.44133084,48710057.094117954,-10495.487393580072,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent23_cpr0.844_ncp46_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.844,49,23,0.00825,45186092.65351143,48752107.45361441,-10136.800221983183,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent23_cpr0.844_ncp49_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,40,26,0.00825,45079216.07831805,48692320.86224791,-14954.70327412046,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent26_cpr0.814_ncp40_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,43,26,0.00825,45150014.39805555,48701119.02089165,-12860.067853481829,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent26_cpr0.814_ncp43_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,46,26,0.00825,45122395.76237149,48687118.063162744,-13239.813016266198,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent26_cpr0.814_ncp46_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,49,26,0.00825,45133760.930977084,48698869.79266821,-12842.580453276154,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent26_cpr0.814_ncp49_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.829,40,26,0.00825,45248511.583694674,48747656.090649314,-9617.98131311949,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent26_cpr0.829_ncp40_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.829,43,26,0.00825,45189946.51332843,48809311.67246611,-11072.127188448278,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent26_cpr0.829_ncp43_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.829,46,26,0.00825,45277086.92657496,48840373.62900156,-7675.982810209163,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent26_cpr0.829_ncp46_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.829,49,26,0.00825,45203045.77613551,48789381.34612062,-9927.158564578618,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent26_cpr0.829_ncp49_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.844,40,26,0.00825,45147812.111146085,48714254.27223618,-12464.259192010613,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent26_cpr0.844_ncp40_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.844,43,26,0.00825,45169320.32554538,48744932.20073406,-11903.548923908973,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent26_cpr0.844_ncp43_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.844,46,26,0.00825,45168763.41490219,48699560.99930264,-11396.791848034802,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent26_cpr0.844_ncp46_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.844,49,26,0.00825,45149093.02707138,48729124.28044909,-11788.131654536584,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent26_cpr0.844_ncp49_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1949,0.814,40,20,0.00825,45097354.41600502,48705421.65780826,-14368.763062259663,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1949_thresh032_recent20_cpr0.814_ncp40_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1949,0.814,43,20,0.00825,45160423.933884196,48695177.48482023,-12534.849887289856,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1949_thresh032_recent20_cpr0.814_ncp43_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1949,0.814,46,20,0.00825,45159529.84546447,48740182.371430375,-11335.369703132696,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1949_thresh032_recent20_cpr0.814_ncp46_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1949,0.814,49,20,0.00825,45168072.06708722,48713130.2060556,-11771.684980681086,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1949_thresh032_recent20_cpr0.814_ncp49_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1949,0.829,40,20,0.00825,45303465.415482596,48857770.127863355,-6719.920997314963,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1949_thresh032_recent20_cpr0.829_ncp40_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1949,0.829,43,20,0.00825,45240660.10429246,48844196.95797727,-9438.775784052326,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1949_thresh032_recent20_cpr0.829_ncp43_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1949,0.829,46,20,0.00825,45371833.191663705,48988014.11591167,-3975.417252041814,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1949_thresh032_recent20_cpr0.829_ncp46_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1949,0.829,49,20,0.00825,45258541.40227717,48870400.77204176,-7386.145432012905,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1949_thresh032_recent20_cpr0.829_ncp49_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1949,0.844,40,20,0.00825,45163018.46555866,48703394.72314336,-11776.314143752214,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1949_thresh032_recent20_cpr0.844_ncp40_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1949,0.844,43,20,0.00825,45201122.866069905,48794985.20644287,-10834.74788645938,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1949_thresh032_recent20_cpr0.844_ncp43_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1949,0.844,46,20,0.00825,45270269.25426036,48836138.82953215,-7360.935769082171,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1949_thresh032_recent20_cpr0.844_ncp46_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1949,0.844,49,20,0.00825,45138693.207658835,48684679.646716714,-11664.070418640098,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1949_thresh032_recent20_cpr0.844_ncp49_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1949,0.814,40,23,0.00825,45085696.459004216,48688601.02521134,-14671.285663910487,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1949_thresh032_recent23_cpr0.814_ncp40_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1949,0.814,43,23,0.00825,45141164.17709547,48662798.289583005,-13333.70279804636,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1949_thresh032_recent23_cpr0.814_ncp43_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1949,0.814,46,23,0.00825,45163943.272279106,48735773.349700846,-11076.573971359729,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1949_thresh032_recent23_cpr0.814_ncp46_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1949,0.814,49,23,0.00825,45140917.71792503,48690187.86657679,-12864.03970988217,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1949_thresh032_recent23_cpr0.814_ncp49_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1949,0.829,40,23,0.00825,45210690.14622986,48745848.80524733,-10751.909634341944,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1949_thresh032_recent23_cpr0.829_ncp40_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1949,0.829,43,23,0.00825,45242269.24169333,48848369.96491965,-9315.016392037352,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1949_thresh032_recent23_cpr0.829_ncp43_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1949,0.829,46,23,0.00825,45304092.61404047,48869222.18294316,-6451.514149928364,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1949_thresh032_recent23_cpr0.829_ncp46_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1949,0.829,49,23,0.00825,45300152.89596141,48940466.09496022,-5198.830196406139,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1949_thresh032_recent23_cpr0.829_ncp49_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1949,0.844,40,23,0.00825,45158302.77151083,48727515.50813545,-11973.15198652658,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1949_thresh032_recent23_cpr0.844_ncp40_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1949,0.844,43,23,0.00825,45080000.68111714,48598711.91269666,-14664.23521595051,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1949_thresh032_recent23_cpr0.844_ncp43_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1949,0.844,46,23,0.00825,45190462.778904736,48726322.82673599,-10163.061005706171,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1949_thresh032_recent23_cpr0.844_ncp46_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1949,0.844,49,23,0.00825,45186978.19382227,48752781.173757836,-9875.936373536497,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1949_thresh032_recent23_cpr0.844_ncp49_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
