cps,cpr,ncp,recent,sps,aug25,dec15,kink,trough_date,parquet
0.1749,0.829,40,20,0.00825,45301670.08635849,48862179.87324218,-6711.818474325162,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1749_thresh032_recent20_cpr0.829_ncp40_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1749,0.829,43,20,0.00825,45305402.307465844,48955846.29308302,-6521.823293224355,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1749_thresh032_recent20_cpr0.829_ncp43_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1749,0.829,46,20,0.00825,45341316.193753,48916193.17979391,-4980.710580072169,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1749_thresh032_recent20_cpr0.829_ncp46_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1749,0.829,49,20,0.00825,45300071.34908708,48933678.267668486,-5317.05028605659,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1749_thresh032_recent20_cpr0.829_ncp49_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1749,0.844,40,20,0.00825,45165024.696781084,48751562.307856664,-12049.935784515532,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1749_thresh032_recent20_cpr0.844_ncp40_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1749,0.844,43,20,0.00825,45186206.61463384,48771420.80018066,-11539.208876306424,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1749_thresh032_recent20_cpr0.844_ncp43_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1749,0.844,46,20,0.00825,45219339.96676034,48756957.300394066,-9139.729616626704,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1749_thresh032_recent20_cpr0.844_ncp46_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1749,0.844,49,20,0.00825,45173712.572241955,48759004.62431306,-10817.062060148222,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1749_thresh032_recent20_cpr0.844_ncp49_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1749,0.814,40,23,0.00825,45093482.60413797,48687051.870436735,-14445.382441501162,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1749_thresh032_recent23_cpr0.814_ncp40_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1749,0.814,43,23,0.00825,45161293.889353745,48722722.92034757,-12268.457602286173,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1749_thresh032_recent23_cpr0.814_ncp43_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1749,0.814,46,23,0.00825,45130533.49505073,48686731.05181938,-12987.872205173815,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1749_thresh032_recent23_cpr0.814_ncp46_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1749,0.814,49,23,0.00825,45171418.92243183,48719801.58455854,-11456.174166436263,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1749_thresh032_recent23_cpr0.814_ncp49_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1749,0.829,40,23,0.00825,45274624.493409894,48822182.71128496,-7932.633122827778,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1749_thresh032_recent23_cpr0.829_ncp40_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1749,0.829,43,23,0.00825,45290708.977598436,48934008.49258359,-7298.510807303588,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1749_thresh032_recent23_cpr0.829_ncp43_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1749,0.829,46,23,0.00825,45382887.95414933,48983218.87725555,-3276.2686525080135,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1749_thresh032_recent23_cpr0.829_ncp46_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1749,0.829,49,23,0.00825,45231397.79003976,48830248.58981439,-8568.547843912304,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1749_thresh032_recent23_cpr0.829_ncp49_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1749,0.844,40,23,0.00825,45193380.83568647,48784051.86762814,-10398.235299272485,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1749_thresh032_recent23_cpr0.844_ncp40_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1749,0.844,43,23,0.00825,45157123.56027852,48751437.82315075,-12575.670122327989,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1749_thresh032_recent23_cpr0.844_ncp43_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1749,0.844,46,23,0.00825,45186166.86923132,48716350.77249139,-10449.091058459002,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1749_thresh032_recent23_cpr0.844_ncp46_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1749,0.844,49,23,0.00825,45217511.40630151,48781791.35888431,-9316.442086946605,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1749_thresh032_recent23_cpr0.844_ncp49_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1749,0.814,40,26,0.00825,45072990.67677927,48710500.00475168,-14913.235385825086,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1749_thresh032_recent26_cpr0.814_ncp40_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1749,0.814,43,26,0.00825,45154943.58569569,48710174.9037016,-12591.017966181622,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1749_thresh032_recent26_cpr0.814_ncp43_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1749,0.814,46,26,0.00825,45145943.45805718,48727721.07363578,-12204.702576632968,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1749_thresh032_recent26_cpr0.814_ncp46_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1749,0.814,49,26,0.00825,45129164.3346777,48673553.96396153,-13199.016641395123,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1749_thresh032_recent26_cpr0.814_ncp49_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1749,0.829,40,26,0.00825,45212626.82515239,48747595.27459467,-10664.369736944842,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1749_thresh032_recent26_cpr0.829_ncp40_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1749,0.829,43,26,0.00825,45253807.53095033,48876410.30905659,-8793.771449636042,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1749_thresh032_recent26_cpr0.829_ncp43_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1749,0.829,46,26,0.00825,45349136.07195989,48917220.57464497,-4738.118255488669,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1749_thresh032_recent26_cpr0.829_ncp46_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1749,0.829,49,26,0.00825,45247515.80541019,48871357.6004482,-7299.908234344504,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1749_thresh032_recent26_cpr0.829_ncp49_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1749,0.844,40,26,0.00825,45156123.76542044,48704017.53755427,-11924.315109753283,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1749_thresh032_recent26_cpr0.844_ncp40_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1749,0.844,43,26,0.00825,45264890.30552958,48895321.84423766,-8380.59380056773,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1749_thresh032_recent26_cpr0.844_ncp43_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1749,0.844,46,26,0.00825,45263760.6426687,48776646.06062132,-7273.600308824105,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1749_thresh032_recent26_cpr0.844_ncp46_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1749,0.844,49,26,0.00825,45132589.276992664,48738219.05312403,-12201.96445770168,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1749_thresh032_recent26_cpr0.844_ncp49_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.17539,0.7256,34,17,0.00825,45247957.07421237,48694719.381270394,-7477.392906196859,2026-08-25,research/param-scans/aug25-gap/runs/cps0.17539_thresh032_recent17_cpr0.7256_ncp34_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.734,35,14,0.00825,45229027.83132937,48697262.62022881,-9312.497105268201,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent14_cpr0.734_ncp35_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.754,30,14,0.0065,45177050.072459854,48670987.6654982,-12584.590505967288,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent14_cpr0.754_ncp30_clip0.6_sps0.0065_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.754,30,14,0.00825,45180037.34691756,48668606.69730283,-12383.427169669652,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent14_cpr0.754_ncp30_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.754,30,14,0.01,45167770.54482497,48680230.943427466,-12848.530327804969,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent14_cpr0.754_ncp30_clip0.6_sps0.01_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.754,35,14,0.0065,45192048.15084793,48662988.67399029,-9749.35300507483,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent14_cpr0.754_ncp35_clip0.6_sps0.0065_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.754,35,14,0.00825,45205916.31805239,48666569.734741166,-8644.417804105964,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent14_cpr0.754_ncp35_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.754,35,14,0.01,45187665.2585241,48674833.6957841,-10535.99733198082,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent14_cpr0.754_ncp35_clip0.6_sps0.01_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.754,40,14,0.0065,45208897.322717145,48685218.242063835,-10243.891086691037,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent14_cpr0.754_ncp40_clip0.6_sps0.0065_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.754,40,14,0.00825,45199825.45406205,48686055.225209035,-10507.305790077291,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent14_cpr0.754_ncp40_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.754,40,14,0.01,45204068.857449695,48698867.326373585,-10325.978252310757,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent14_cpr0.754_ncp40_clip0.6_sps0.01_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.784,30,14,0.0065,45114732.03771056,48685462.504713245,-14122.54642300267,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent14_cpr0.784_ncp30_clip0.6_sps0.0065_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.784,30,14,0.00825,45110020.3834721,48669701.84437268,-14102.476194048126,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent14_cpr0.784_ncp30_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.784,30,14,0.01,45104090.29108095,48682231.3674463,-14375.43096608977,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent14_cpr0.784_ncp30_clip0.6_sps0.01_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.784,35,14,0.0065,45178375.592114545,48700002.863396965,-10818.997300932657,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent14_cpr0.784_ncp35_clip0.6_sps0.0065_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.784,35,14,0.00825,45180095.42455184,48694844.05662935,-11109.23660345663,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent14_cpr0.784_ncp35_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.784,35,14,0.01,45172518.38897715,48697848.38688361,-11009.954337540694,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent14_cpr0.784_ncp35_clip0.6_sps0.01_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.784,40,14,0.0065,45140064.82830231,48672342.80456824,-13332.205466168802,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent14_cpr0.784_ncp40_clip0.6_sps0.0065_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.784,40,14,0.00825,45133400.37544656,48705818.248996,-12712.440471838796,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent14_cpr0.784_ncp40_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.784,40,14,0.01,45112995.66550999,48687782.464378774,-13380.708292074894,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent14_cpr0.784_ncp40_clip0.6_sps0.01_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,30,14,0.0065,45120329.91724149,48676974.00399824,-14322.018914573942,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent14_cpr0.814_ncp30_clip0.6_sps0.0065_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,30,14,0.00825,45115528.14988428,48659751.98116797,-14643.21772598091,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent14_cpr0.814_ncp30_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,30,14,0.01,45118364.86688172,48671891.76825961,-14436.290024607995,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent14_cpr0.814_ncp30_clip0.6_sps0.01_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,35,14,0.0065,45190106.60539002,48705350.95266109,-10882.582202065903,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent14_cpr0.814_ncp35_clip0.6_sps0.0065_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,35,14,0.00825,45212925.11942701,48738789.58449294,-9881.579846977176,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent14_cpr0.814_ncp35_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,35,14,0.01,45183749.39579455,48701316.141532265,-11188.931863499733,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent14_cpr0.814_ncp35_clip0.6_sps0.01_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,40,14,0.0065,45092132.907245584,48686190.89466615,-14551.257920896256,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent14_cpr0.814_ncp40_clip0.6_sps0.0065_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,40,14,0.00825,45078128.259500735,48691154.379561864,-14924.146621251188,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent14_cpr0.814_ncp40_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,40,14,0.01,45131309.89731426,48737863.940186635,-12769.307443042519,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent14_cpr0.814_ncp40_clip0.6_sps0.01_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.684,35,17,0.00825,45197364.127034806,48996181.10976426,-10890.618948416966,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.684_ncp35_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.734,30,17,0.00825,45240330.416682914,48695570.99484205,-9451.746784069866,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.734_ncp30_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.734,35,17,0.0065,45205491.939605534,48689598.79220396,-10577.123921393497,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.734_ncp35_clip0.6_sps0.0065_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.734,35,17,0.01,45199412.179038644,48700008.77568089,-10897.806471283271,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.734_ncp35_clip0.6_sps0.01_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.734,40,17,0.00825,45227460.94408929,48698098.4892028,-8125.342574146394,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.734_ncp40_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.754,30,17,0.0065,45154954.92412914,48659263.268316075,-13345.03103163006,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.754_ncp30_clip0.6_sps0.0065_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.754,30,17,0.00825,45172215.07830564,48676306.30934911,-12822.27185941649,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.754_ncp30_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.754,30,17,0.01,45153887.33538018,48662547.72302754,-13460.945121391327,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.754_ncp30_clip0.6_sps0.01_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.754,35,17,0.0065,45201349.76968564,48656269.890773274,-9203.420497576437,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.754_ncp35_clip0.6_sps0.0065_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.754,35,17,0.00825,45197824.93048274,48662588.5554791,-9356.515377694326,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.754_ncp35_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.754,35,17,0.01,45175931.02176024,48672960.40963907,-11209.271124726365,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.754_ncp35_clip0.6_sps0.01_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.754,40,17,0.0065,45191411.51610196,48685096.36056441,-10661.226322326926,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.754_ncp40_clip0.6_sps0.0065_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.754,40,17,0.00825,45181402.78192572,48690555.60498829,-11037.976250383515,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.754_ncp40_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.754,40,17,0.01,45199071.63328361,48663324.22068791,-10677.781016103108,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.754_ncp40_clip0.6_sps0.01_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.784,30,17,0.0065,45094708.06771864,48668439.57153039,-14680.660145908434,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.784_ncp30_clip0.6_sps0.0065_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.784,30,17,0.00825,45094596.21571059,48669481.699720986,-14628.576538491077,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.784_ncp30_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.784,30,17,0.01,45098345.4127305,48674766.91903217,-14507.881933190889,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.784_ncp30_clip0.6_sps0.01_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.784,35,17,0.0065,45167629.34661213,48679967.00118349,-11355.319537803567,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.784_ncp35_clip0.6_sps0.0065_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.784,35,17,0.00825,45195813.51355233,48694694.052852504,-10539.470794445493,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.784_ncp35_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.784,35,17,0.01,45178131.401092604,48696312.17372368,-10661.624466931025,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.784_ncp35_clip0.6_sps0.01_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.784,40,17,0.0065,45125458.260121636,48675809.477816425,-13457.347579205161,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.784_ncp40_clip0.6_sps0.0065_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.784,40,17,0.00825,45132297.052848935,48682568.530588254,-13021.066129395942,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.784_ncp40_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.784,40,17,0.01,45140827.20023267,48671132.615284204,-12963.635403711087,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.784_ncp40_clip0.6_sps0.01_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,30,17,0.0065,45116299.50356023,48664914.95433009,-14661.466187751197,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.814_ncp30_clip0.6_sps0.0065_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,30,17,0.00825,45146451.72483788,48668773.21226627,-13589.329754670878,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.814_ncp30_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,30,17,0.01,45100228.70706827,48651778.03457467,-15298.47978576363,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.814_ncp30_clip0.6_sps0.01_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,35,17,0.0065,45186754.11019181,48708003.912323855,-10975.53585592108,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.814_ncp35_clip0.6_sps0.0065_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,35,17,0.00825,45193339.44801506,48714675.82041836,-10708.35095608655,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.814_ncp35_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,35,17,0.01,45176206.76839425,48689147.23633561,-11767.379554807427,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.814_ncp35_clip0.6_sps0.01_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,40,17,0.0065,45087679.49643268,48758695.597507074,-14103.782209198165,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.814_ncp40_clip0.6_sps0.0065_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
0.1849,0.814,40,17,0.00825,45088480.67597784,48723856.52367006,-14317.871576492122,2026-08-25,research/param-scans/aug25-gap/runs/cps0.1849_thresh032_recent17_cpr0.814_ncp40_clip0.6_sps0.00825_regimemultiplicative/mozaic_daily_forecast.2026-07-28.ld-D.adj-lo.parquet
